社格,名前,読み,住所,電話番号,画像,詳細ページのリンク
-,山王神社（福岡市南区皿山）,さんのうじんじゃ,福岡県福岡市南区皿山1-9,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3043/
-,黒尾権現神社,くろおごんげんじんじゃ,福岡県福岡市南区向野2-19,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3044/
-,高宮八幡宮,たかみやはちまんぐう,福岡県福岡市南区高宮4-9-34,092-522-8435,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3045/
-,五十川八幡宮,ごじっかわはちまんぐう,福岡県福岡市南区五十川2-16-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3046/
村社,五社神社,ごしゃじんじゃ,福岡県福岡市南区桧原2-24-20,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3047/
-,警固神社（福岡市南区）,けごじんじゃ,福岡県福岡市南区警弥郷3-6-20,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3048/
-,熊野道祖神社,くまのどうそじんじゃ,福岡県福岡市南区塩原4-11-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3049/
-,熊野神社,くまのじんじゃ,福岡県福岡市南区塩原1-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3050/
-,羽黒神社,はぐろじんじゃ,福岡県福岡市南区柏原370-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/3051/
式内社（名神大）・筑前国一宮・官幣小社・別表神社,住吉神社 (福岡市),すみよしじんじゃ,福岡県福岡市博多区住吉3-1-51,092-291-2670,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/fukuoka/512/
